,tweet,bias
16037,". @ RepCummings, why don’t you focus on your district!?pic.twitter.com/F3Ej0Z21PZ",1
12069,"Our great Judge Jeanine Pirro is out with a new book, “Liars, Leakers and Liberals, the Case Against the Anti-Trump Conspiracy,” which is fantastic. Go get it!",1
10591,Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory!pic.twitter.com/7ifv5gT7Ur,1
7865,"Thank you Roanoke, Virginia - this a MOVEMENT - join us today! Sign up: http://gop.cm/nv5vmm # AmericaFirst # ImWithYoupic.twitter.com/0PRoAfs4eQ",1
16400,"Just spoke with President @ JairBolsonaro of Brazil. Our future Trade prospects are very exciting and our relationship is strong, perhaps stronger than ever before. I told him if the United States can help with the Amazon Rainforest fires, we stand ready to assist!",1
4269,This is inexcusable. https://t.co/Ep61Pqhmhe,0
14962,"OK, so after two years of hard work and each party trying their best to make the other party look as bad as possible, it’s time to get back to business. The Mueller Report strongly stated that there was No Collusion with Russia (of course) and, in fact, they were rebuffed.....",1
10517,"Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side attack so professionally!pic.twitter.com/imPIdOzjAn",1
7824,"Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!",1
12935,"Join me in Las Vegas, Nevada at 7:00pm for a MAKE AMERICA GREAT AGAIN RALLY! Tickets: https://www.donaldjtrump.com/rallies/nv-sept-2018/ …pic.twitter.com/xJzQ9foOTL",1
17365,pic.twitter.com/O8E3i8kJwS,1
9780,This will be a very interesting day for HealthCare.The Dems are obstructionists but the Republicans can have a great victory for the people!,1
8158,"WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED!http://www.bloomberg.com/politics/articles/2016-10-13/clinton-aides-sought-to-deny-any-classified-data-wikileaks …",1
16441,". @ SteveHiltonx “The Democrats statements about Donald Trump are lies. Here are the Facts.” I will soon be posting the entire segment. Too much positive news, too many good things, to Tweet. PLEASE BE SURE TO WATCH! Thank you Steve Hilton for being a real pro and not being afraid!",1
16437,"In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders, and many others, are getting a major case study of Fake News at it’s finest! They’ve got it all wrong, from Iran, to China Tariffs, to Boris!",1
5939,"The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters. https://t.co/NwEi4jyMd1",0
7381,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,1
7557,"Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets.... Cont: https://www.facebook.com/DonaldTrump/posts/10157509540605725 …",1
7694,"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!",1
11669,"John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John, you are hurting your country!",1
7369,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",1
12382,"I am thrilled to announce that in the second quarter of this year, the U.S. Economy grew at the amazing rate of 4.1%!pic.twitter.com/xeAPwAAOXN",1
3565,When everyone around you is shouting about health care reform but you're the only one who has gotten anything big done. https://t.co/e8T3kN5Mhb,0
3774,This is bigger than any one of us. This calls for a national rallying to come together. #DemDebate,0
14832,Thank you @ JesseBWatters and @ DBongino!pic.twitter.com/aGH4GBzhqh,1
11110,"Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the border, ends chain migration & cancels the visa lottery. If D’s oppose this deal, they aren’t serious about DACA-they just want open borders.http://dailycaller.com/2018/01/22/poll-majority-of-americans-agree-with-trump-on-daca-immigration/ …",1
17777,"“The President has until September 30th to give this aid to Ukraine. He gets it out on September 11th., 3 weeks before the deadline. So, we give our ally aid, and Joe Biden is not investigated. Remember that, they get the aid and we get nothing in return. The Democrats....",1
16684,"THANK YOU Fayetteville, North Carolina! Make sure you get out and VOTE TOMORROW for Dan Bishop in # NC09 and Greg Murphy in # NC03!!https://www.pscp.tv/w/cEboMzFvTlFsTFJub1dwUXd8MXZBeFJxb1FPb3lKbBChzeucfvjXeub5PVPJG8VGRvqD2Xv_6AeZzFc7Ei4f?t=8s …",1
12607,“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed.” Charles Payne @ FoxBusiness How much more does Mueller have to see? They have blinders on - RIGGED!,1
18486,"The Impeachment Hoax, just a continuation of the Witch Hunt which started even before I won the Election, must end quickly. Read the Transcripts, see the Ukrainian President’s strong statement, NO PRESSURE - get this done. It is a con game by the Dems to help with the Election!",1
16598,"In the early days of the hurricane, when it was predicted that Dorian would go through Miami or West Palm Beach, even before it reached the Bahamas, certain models strongly suggested that Alabama & Georgia would be hit as it made its way through Florida & to the Gulf....",1
6656,I like Michael Douglas!,1
4420,".@DrBiden and I are saddened to learn of the passing of Larry Kramer, an American hero. Through his activism, Larry taught us all how to speak up and demand our government do its job. His outspokenness raised our consciousness on HIV/AIDS and saved countless lives. https://t.co/ZdFE2Pq32w",0
14399,Republican Approval Rating just hit 93%. Sorry Haters! MAKE AMERICA GREAT AGAIN!,1
12577,"“WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN, IT WAS NEVER THAT GREAT.” Can you believe this is the Governor of the Highest Taxed State in the U.S., Andrew Cuomo, having a total meltdown!",1
10108,NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country. Proclamation: http://45.wh.gov/POWMIARecognitionDay …pic.twitter.com/yZTr7rlpTV,1
9389,It was my great honor to deliver the # CGACommencement17 at the @ USCGAcademy. CONGRATULATIONS to the Class of 2017! http://45.wh.gov/bbR882 pic.twitter.com/mBQsOW7suU,1
12675,Our Economy is setting records on virtually every front - Probably the best our country has ever done. Tremendous value created since the Election. The World is respecting us again! Companies are moving back to the U.S.A.,1
10312,"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST",1
14995,"Despite the tremendous success that I have had as President, including perhaps the greatest ECONOMY and most successful first two years of any President in history, they have stolen two years of my (our) Presidency (Collusion Delusion) that we will never be able to get back.....",1
12940,"Today, as we celebrate Hispanic Heritage Month, we share our gratitude for all the ways Hispanic-Americans make our country flourish and prosper. Today, and every day, we honor, cherish, and celebrate Hispanic-American Workers, Families, Students, Businesses, and Leaders...pic.twitter.com/2AxlbluB2S",1
4142,"When I announced my campaign one year ago today, I said we were in a battle for the soul of the nation.

One year later, that is as true as it has ever been. I believe we can and we will emerge from this crisis a stronger, better, and fairer nation. Together, as one America. https://t.co/OpLWsvUc39",0
7565,I will be doing a Town Hall tonight at 10:00 P.M. on @ seanhannity - @ FoxNews,1
7340,Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?,1
11622,It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!,1
12921,Five deaths have been recorded thus far with regard to hurricane Florence! Deepest sympathies and warmth go out to the families and friends of the victims. May God be with them!,1
